uid,ts,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
C7vPht48W4WmfjKPJk,1545466969.425789,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cd2iG74etVrQObZDlf,1545475809.722257,192.168.1.195,35686.0,71.61.66.148,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Malicious,DDoS
CT4VWi2k45KHkG7ou3,1545466969.275123,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Crtguc2EnxIabAiyg7,1545410735.457758,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.002997,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CBGEkk3FGDScpZybUg,1545466966.786554,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CmzqAz4MhRaBk1QGK,1545466984.10041,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CLsd071epy6RyrazS7,1545466973.186397,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ChP6RJ38xn20b2EXd1,1545466981.314239,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CTHVvXar9Vz2AIcQl,1545466987.549689,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C1NESg3yYoUvDVjTPi,1545466983.81957,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CFDxK51wWCUtDGC7Xi,1545466966.608891,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CznCh33AxoH71IXAGl,1545466978.897132,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CdxP3p2tNKCx4943Y9,1545466965.500024,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CwNZJtP0HKnHAtOga,1545466981.758493,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CbB88H3tkK8Q7QxCM1,1545466974.458414,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CwCsF03EXMnPwZzLmg,1545466969.485761,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CVuINc1l9XfR6kyame,1545466963.127632,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cbb8Ei4nnQXJOSVqnh,1545466972.737153,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C6DK8I2UPuD8OY4F32,1545466981.520371,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CAhbK21LWrlhruDrag,1545466966.788795,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ClEDlm2GGI8UVo9r73,1545466976.37657,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CZXkwa4xGrA7FJSYre,1545466975.340661,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CNIdcLTiQeAEffqL8,1545466974.111855,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CMWhll20yD6q0BOjq7,1545466984.102904,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CH9tuG4K4Zhb2Lbqz5,1545466979.286409,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cwl1Sz36yz8dsWt9wk,1545466962.041518,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CKBDDX2bW5FJEAgPLl,1545466985.607549,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CRpGC31wILoVBZo23,1545466981.735014,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CS9jI64TSCBXKCl93,1545466966.795785,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CZsJYt1lPvZAxAMy45,1545434289.462393,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.009998,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CEr2v2336kr0yP0q2d,1545466987.727833,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Co0Xn12ZvsJJ48ezPf,1545466988.888925,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CfIwxZ1cwFfF8xdjc1,1545433701.455136,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.128925,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CAfxtU2oLxhO0c4CV,1545466975.310431,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C90aYp1a8BTp14Ee9h,1545466968.137518,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ChfZoS17MiuzrMkAqj,1545466981.889678,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ChLNKs3cF57c3tJJFc,1545466980.618887,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cl5eiV1vKNb8dwR65h,1545466988.97986,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Ct7fhn2g7Et4WvRGxg,1545466980.462734,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cpz7mO3rFeXh8i12s8,1545466970.343516,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cqg46p3zWvwjE9XRS6,1545466981.600325,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CNuopr29klsp7l28Hc,1545466966.731334,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CP80AWYnSCqs37jx7,1545466989.006857,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CEwv6vXBi8GsZ54Dk,1545466961.526295,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CEygqf4vXNyIzIxpc6,1545466985.275977,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CSJakI3ZJy7sklgBfc,1545466985.327455,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CqvKU5FvxbTYl0yy5,1545466983.974976,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CJfFTS3yF3O3K4j14,1545466969.495992,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CW97462Cmb59UdDI,1545466960.423175,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CswCNm2w0jA0ZchQc1,1545466966.549683,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cd4bta4o6R8aSgZC0c,1545456112.458258,192.168.1.195,123.0,82.113.53.40,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
C3jSNF4Qt14Lw4Jszl,1545445059.528051,192.168.1.195,123.0,81.2.248.189,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CGlLIA3PdH8FuWeVV5,1545466983.121479,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CKeaYSUaegTXI5ZG3,1545466979.399843,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Coosnf33JVbOnaXukf,1545404846.459403,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.046954,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
C79As7AxwF470TwDg,1545466981.819201,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CRyBAB4MMDSwbRMHci,1545466980.297836,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CcVcSZ3g4c2Vf4n6Ma,1545466963.223083,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CPNbZyodOoZnrh8Fb,1545466979.163226,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cv5GEp1z4XFFtsNb19,1545466959.026972,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C8vCVkYUPc45Robpc,1545466984.136135,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CHhVQX1AiUcux8eyff,1545466960.273511,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
COyCXh2WLqeYppImr4,1545466987.775299,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CMddDK13w1Hx41omxj,1545466986.428826,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CiMqcu1WjlGJWHup3e,1545466973.014232,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CaJBts3dgscghaEWVi,1545466976.767837,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cc9QdV3mA2xpcmHyu,1545466966.638374,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CYFtEt4soXoVnIBHY,1545466986.51478,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C9HmM512cOYA9FSMU6,1545466973.909238,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C7zL0Cfns9IUZWWRf,1545466987.640634,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CrLse03y5dLuklTEb4,1545466960.711511,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cr48Fb2tBlVwsXDk4a,1545466963.015957,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CXxblV1OhM0wlYdva9,1545466972.952279,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C6ARHeImktqnjFKd6,1545466977.910685,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C5P29n2rBmTmHahxeg,1545466973.154901,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CZ1OQa1qkiQYgicdPi,1545466986.377104,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CRnfaId2yIDnGDqn2,1545466973.912219,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CrKKVK4PLB4VCjSXb,1545466972.68693,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CLbqOC38ZWs1JtcR35,1545466982.917074,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CRReoC1fBDiemnCtBl,1545466961.605511,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CjYnx6leUJn4XNdSb,1545466980.517952,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CE3D5EhiUTps54M7l,1545466964.514588,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CxJMGv3sw8caP6DhK4,1545466976.594936,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C0aKJm37kvtn4pq9O2,1545466959.055957,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CqCG7T1f0FVCglICq6,1545466985.180537,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CrAUxid1fHnigU9D7,1545466988.830207,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CKrV4RUkfqZlBsWI2,1545412563.458193,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,0.019473,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
CSsvSF1J95GFMewT71,1545466986.638976,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CYblmNNomKqVZ0Gsb,1545466962.976718,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C9orFh1cnWuNg2E8A9,1545426314.184149,192.168.1.195,28024.0,66.67.61.168,63798.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Malicious,PartOfAHorizontalPortScan
CkUzaO3u7ILODjQw3f,1545466975.719937,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CPQ2w42fx4B8pvdxXc,1545466974.369465,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C0z7BlhPR9cxkr1g,1545466959.425502,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CC7OQ548jwcBDzPfPb,1545466976.441033,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CwmPQ311rsL5dfonyf,1545466973.067963,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CrxUMs4KF8H1SCZ5ec,1545475821.45838,192.168.1.195,15542.0,71.61.66.148,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Malicious,DDoS
CHEy5Y1GTCkFqbHepe,1545466959.025974,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CeR72w1tv2E5qs4Hh5,1545466981.604823,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cl7ZnC2dV9XyvQ5ox2,1545466960.741007,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C8b6N02UCnaGRkdiNa,1545466981.487903,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CTspmf4ps9lQF3YKrf,1545466981.689786,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Coquu110F2TQt4Dk58,1545466964.162048,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CqtUcs47U86SS6oUfk,1545466961.94007,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CBXa724f5Sn6HSMwsd,1545466986.523025,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
COghXO2Br4t73k1qY1,1545466979.395607,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CZl12w36mvrEEthzRc,1545466959.44799,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C0KsZZ2CDWhg4494Xf,1545466979.042553,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CMAoFa4Xtmp9pj69I1,1545466978.107584,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CD0WtMHCD0eXiWDX6,1545466975.247967,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CVYqV724o7fY70g0Yc,1545427593.454836,192.168.1.195,123.0,77.78.107.252,123.0,udp,-,0.001998,48,48,SF,-,-,0.0,Dd,1.0,76.0,1.0,76.0,Benign,-
Cw3rJ44TGvTQPLdRz4,1545466969.297867,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C269D71xgSHaJL6iRh,1545466976.727373,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CdFBj24PXEsMI9fht6,1545466975.40314,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C27UeN1fAjeSxhQb42,1545466960.564857,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CCAZEU2D6ekalMZG7d,1545466979.074031,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C7Yrgx3x2pa1sU7mNe,1545466963.009957,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CI65Sk4I3gCOGe0Yc8,1545466962.88028,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
ChdbDN3uRr2YHiSjK2,1545411925.475063,192.168.1.195,52489.0,192.168.1.1,53.0,udp,dns,0.000500,39,39,SF,-,-,0.0,Dd,1.0,67.0,1.0,67.0,Benign,-
CkvKmu17wnDKwVw4c1,1545417941.458184,192.168.1.195,123.0,195.113.144.201,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
Cwcwlc3BnZ2alIVKg6,1545482454.456033,192.168.1.195,123.0,195.113.144.201,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CLe87N316ISXnZL744,1545449779.459556,192.168.1.195,123.0,82.113.53.40,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
CjBdUC4YLmsdVnligj,1545466966.849264,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CRvkjb1vExVZlmSSr1,1545466985.151554,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CQHx504ZL2s9V7JeCh,1545466962.039753,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CtMLcoqhAZ42w8d3,1545466988.920401,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CvJ9qkIGbBlwDCrhl,1545418312.458499,192.168.1.195,123.0,82.113.53.40,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
Ca7bQd2jgu5IE0IJjf,1545466981.309742,192.168.1.195,39428.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CKxRtB2zD9eZUMoeya,1545466967.699032,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CwcJ4f4UV7dowBfXH3,1545466976.536232,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
Cf5Z3B4dpDiq2h5Ajc,1545466982.889849,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C30DmSIKHSuuwSWx9,1545466976.59171,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
C5C7Zx2pcaQWhE1nx7,1545452712.458931,192.168.1.195,123.0,147.231.100.5,123.0,udp,-,-,-,-,S0,-,-,0.0,D,1.0,76.0,0.0,0.0,Benign,-
C0gYkLuwWy0NPRXQ7,1545475823.65689,192.168.1.195,58100.0,71.61.66.148,80.0,tcp,-,-,-,-,S0,-,-,0.0,S,1.0,40.0,0.0,0.0,Malicious,DDoS
C4axuL2V481LRDMSf3,1545466985.584799,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
CeSCRVokTk6TtMSti,1545466970.4577,192.168.1.195,65279.0,123.59.209.185,80.0,tcp,-,-,-,-,OTH,-,-,0.0,C,0.0,0.0,0.0,0.0,Malicious,DDoS
